@relation compressive
@attribute Cement numeric
@attribute "Blast Furnace Slag" numeric
@attribute "Fly Ash" numeric
@attribute Water numeric
@attribute Superplasticizer numeric
@attribute "Coarse Aggregate" numeric
@attribute "Fine Aggregate" numeric
@attribute Age numeric
@attribute class numeric
@attribute group {0,1}
@data
145.9,230.5,0,202.5,3.4,827,871.8,28,32.720463,1
296,0,106.7,221.4,10.5,819.2,778.4,28,31.420111,1
133.1,210.2,0,195.7,3.1,949.4,795.3,28,28.937997,1
313.3,145,0,178.5,8,867.2,824,28,40.925227,0
151.6,0,111.9,184.4,7.9,992,815.9,28,12.180972,1
153.1,145,113,178.5,8,1001.9,688.7,28,25.559565,1
139.9,132.6,103.3,200.3,7.4,916,753.4,28,36.443633,0
149.5,236,0,175.8,12.6,846.8,892.7,28,32.963848,1
299.8,0,119.8,211.5,9.9,878.2,727.6,28,23.835875,1
153.1,145,113,178.5,8,867.2,824,28,26.233183,1
148.1,0,136.6,158.1,16.1,1001.8,830.1,28,17.959471,1
326.5,0,137.9,199,10.8,801.1,792.5,28,38.630651,0
152.7,144.7,0,178.1,8,999.7,822.2,28,19.009543,1
261.9,110.5,86.1,195.4,5,895.2,732.6,28,33.718824,1
158.4,0,194.9,219.7,11,897.7,712.9,28,8.536402,1
150.7,0,185.3,166.7,15.6,1074.5,678,28,13.461329,1
272.6,0,89.6,198.7,10.6,931.3,762.2,28,32.245414,1
149,117.6,91.7,182.9,7.1,953.4,780.3,28,23.524232,1
143,169.4,142.7,190.7,8.4,967.4,643.5,28,29.726068,1
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.773272,0
312.9,160.5,0,177.6,9.6,916.6,759.5,28,52.446371,0
284,119.7,0,168.3,7.2,970.4,794.2,28,40.93488,0
336.5,0,0,181.9,3.4,985.8,816.8,28,44.86834,0
144.8,0,133.6,180.8,11.1,979.5,811.5,28,13.202086,1
150,236.8,0,173.8,11.9,1069.3,674.8,28,37.431652,0
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.870858,1
330.5,169.6,0,194.9,8.1,811,802.3,28,56.61908,0
154.8,0,142.8,193.3,9.1,1047.4,696.7,28,12.459521,1
154.8,183.4,0,193.3,9.1,877.2,867.7,28,23.786922,1
134.7,0,165.7,180.2,10,961,804.9,28,13.293787,1
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42148,0
314,145.3,113.2,178.9,8,869.1,690.2,28,46.234192,0
312.7,144.7,0,127.3,8,999.7,822.2,28,44.523602,0
145.7,172.6,0,181.9,3.4,985.8,816.8,28,23.744174,1
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.147688,1
148.1,0,182.1,181.4,15,838.9,884.3,28,15.52631,1
277,116.8,91,190.6,7,946.5,665.6,28,43.578331,0
298.1,0,107.5,163.6,12.8,953.2,784,28,35.865852,0
313.3,145,0,178.5,8,1001.9,688.7,28,41.053469,0
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.991087,1
289,133.7,0,194.9,5.5,924.1,760.1,28,46.247292,0
147.8,175.1,0,171.2,2.2,1000,828.5,28,26.922659,1
145.4,0,178.9,201.7,7.8,824,868.7,28,10.535883,1
312.7,0,0,178.1,8,999.7,822.2,28,25.103821,1
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.073134,1
154.8,0,142.8,193.3,9.1,877.2,867.7,28,9.738159,1
255.3,98.8,77,188.6,6.5,919,749.3,28,33.798803,1
272.8,105.1,81.8,209.7,9,904,679.7,28,37.17103,0
162,190.1,148.1,178.8,18.8,838.1,741.4,28,33.762261,1
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.503987,1
146.5,114.6,89.3,201.9,8.8,860,829.5,28,19.987909,1
151.8,178.1,138.7,167.5,18.3,944,694.6,28,36.349864,0
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.215586,0
143.6,0,174.9,158.4,17.9,942.7,844.5,28,15.423578,1
303.6,139.9,0,213.5,6.2,895.5,722.5,28,33.419591,1
374.3,0,0,190.2,6.7,1013.2,730.4,28,39.056057,0
158.6,148.9,116,175.1,15,953.3,719.7,28,27.681082,1
152.6,238.7,0,200,6.3,1001.8,683.9,28,26.859917,1
310,142.8,0,167.9,10,914.3,804,28,45.304778,0
304.8,0,99.6,196,9.8,959.4,705.2,28,30.123206,1
150.9,0,183.9,166.6,11.6,991.2,772.2,28,15.569747,1
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.611855,0
297.8,137.2,106.9,201.3,6,878.4,655.3,28,53.524711,0
321.3,164.2,0,190.5,4.6,870,774,28,57.218234,0
366,187,0,191.3,6.6,824.3,756.9,28,65.909079,0
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.826962,0
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,33.399596,1
164.6,0,150.4,181.6,11.7,1023.3,728.9,28,18.033934,1
155.6,243.5,0,180.3,10.7,1022,697.7,28,37.363394,0
160.2,188,146.4,203.2,11.3,828.7,709.7,28,35.314271,0
298.1,0,107,186.4,6.1,879,815.2,28,42.644091,0
317.9,0,126.5,209.7,5.7,860.5,736.6,28,40.062003,0
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.798273,0
325.6,166.4,0,174,8.9,881.6,790,28,61.235811,0
355.9,0,141.6,193.3,11,801.4,778.4,28,40.86869,0
132,206.5,160.9,178.9,5.5,866.9,735.6,28,33.306517,1
322.5,148.6,0,185.8,8.5,951,709.5,28,52.426376,0
164.2,0,200.1,181.2,12.6,849.3,846,28,15.091251,1
313.8,0,112.6,169.9,10.1,925.3,782.9,28,38.46104,0
321.4,0,127.9,182.5,11.5,870.1,779.7,28,37.265488,0
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.225329,0
288.4,121,0,177.4,7,907.9,829.5,28,42.140084,0
298.2,0,107,209.7,11.1,879.6,744.2,28,31.875165,1
264.5,111,86.5,195.5,5.9,832.6,790.4,28,41.542308,0
159.8,250,0,168.4,12.2,1049.3,688.2,28,39.455954,0
166,259.7,0,183.2,12.7,858.8,826.8,28,37.917043,0
276.4,116,90.3,179.6,8.9,870.1,768.3,28,44.284354,0
322.2,0,115.6,196,10.4,817.9,813.4,28,31.178794,1
148.5,139.4,108.6,192.7,6.1,892.4,780,28,23.696601,1
159.1,186.7,0,175.6,11.3,989.6,788.9,28,32.768036,1
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.401235,1
