@relation mortgage
@attribute X1MonthCDRate numeric
@attribute X1Y-CMaturityRate numeric
@attribute X3M-Rate-AuctionAverage numeric
@attribute X3M-Rate-SecondaryMarket numeric
@attribute X3Y-CMaturityRate numeric
@attribute X5Y-CMaturityRate numeric
@attribute bankCredit numeric
@attribute currency numeric
@attribute demandDeposits numeric
@attribute federalFunds numeric
@attribute moneyStock numeric
@attribute checkableDeposits numeric
@attribute loansLeases numeric
@attribute savingsDeposits numeric
@attribute tradeCurrencies numeric
@attribute class numeric
@attribute group {0,1}
@data
5.79,102.749,10.08,5.2,5.19,6.65,6.93,2064.6,177.7,287.3,6.08,691.4,507.2,1564.2,914.9,5.79,1
10.15,119.88,14.96,8.1,7.93,11.19,11.29,1409.8,130.6,230.3,10.77,463.3,328.2,1081.4,354,10.05,0
3.08,88.614,7.65,2.93,2.92,4.51,5.39,2968.1,296.6,342.8,3.06,1035.4,731.2,2109,1190.8,3.36,1
3.1,85.984,6.95,2.93,2.93,4.22,4.8,3064.6,316.4,373.3,3.12,1105.3,780.3,2158.7,1212.1,3.39,1
3.33,87.992,8.29,3.27,3.24,5.24,6.12,2952.2,290.6,338.2,3.1,1017.6,719.4,2113.5,1182.3,3.76,1
5.22,86.138,8.82,4.99,5,6.21,6.85,2828.2,264.3,282.6,5.28,878.8,606.9,2108.8,1019.8,5.33,1
6.1,97.782,9.03,5.47,5.54,6.52,6.71,2141.6,184,295,6.06,731.6,541.7,1628.4,959.4,5.94,1
5.62,92.479,7.18,5.17,5.15,5.73,5.79,4069.8,421.9,391.7,5.51,1065.1,635.1,2999.4,1388.5,5.46,1
11.55,102.557,16.9,10.4,10.39,13.06,13.03,1312.4,122.2,232.3,12.48,435.8,310,998.8,343.5,12,0
7.88,122.503,12.13,7.2,7.2,9.25,9.7,1867,166.3,261.8,8.03,608.5,436.7,1436.9,804.2,8.01,0
7.38,134.481,12.39,7.03,7.01,8.97,9.45,1817.7,161.5,252.6,7.75,581.2,414.3,1395.6,761.5,7.8,0
3.52,87.691,7.76,3.57,3.52,5.37,5.91,3174.5,331.8,387,3.19,1139.6,800.1,2221.5,1226.5,4.31,1
8.17,89.867,9.9,7.68,7.72,8.19,8.17,2616.1,224.4,278.4,8.2,794.9,564.2,2023.8,901.2,7.97,0
15.52,109.783,17.66,14.74,14.06,14.88,14.58,1343.2,123.8,231,15.61,441.3,313.8,1026.9,344.9,15.03,0
5.53,94.875,7.12,5.07,5.06,5.43,5.48,4160.5,428.5,391.1,5.53,1074.1,637.6,3057.7,1419.7,5.28,1
5.32,84.125,8.09,5.07,5.09,6.41,6.6,3678.8,386.7,403.5,5.21,1097.5,701.4,2706.8,1232.1,5.81,1
13.91,110.116,17.29,12.45,12.26,13.96,13.76,1343.6,124.3,230.1,14.07,441.8,313.7,1029.4,344.1,13.71,0
5.53,94.336,7.06,5.1,5.07,5.41,5.47,4178.2,429.9,391.5,5.43,1073.9,636,3072.3,1430.9,5.28,1
17.93,111.213,17.27,15.24,15.25,15.67,15.13,1282.5,120,231.7,18.29,427.3,302.2,971.4,354.4,16.45,0
6.61,97.028,10.3,5.97,6.05,7.98,8.3,2212.3,190.6,290.6,6.74,747.6,548.7,1684.1,957.1,7.01,0
4.86,92.948,6.82,4.44,4.42,4.95,4.96,4521.1,468.1,373.5,4.75,1097.3,621.1,3318.7,1639.3,4.71,1
6.18,88.02,9.49,5.8,5.75,7.25,7.69,2775.3,256.1,276.2,6,842.8,579.7,2113.2,952.5,6.26,1
3.81,84.057,8.43,3.67,3.64,5.49,6.4,2896.9,277.3,313.5,3.72,956.1,670.5,2103.6,1135.2,4.14,1
6.04,84.402,9.15,5.83,5.7,7.64,7.74,3317.1,353.9,384.4,5.47,1153.2,791.2,2377,1150.6,7.1,0
6.81,87.296,10.53,5.85,5.81,7.99,8.33,2260.9,198,289.2,6.81,755.5,551.7,1725.4,936.6,7.12,0
8.54,92.268,9.82,7.52,7.6,7.86,7.83,2590.4,220.5,277.9,8.72,786.4,559.1,2013.1,880.9,7.81,0
9.67,118.103,13.3,8.92,9.29,11.38,11.85,1611.3,148.9,240.5,9.74,529.5,376.3,1204.8,691.6,10.33,0
13.74,98.994,15.4,12.5,12.6,13.4,13.46,1250,117.4,239.3,14.93,423.5,302.5,941.7,373.4,13.2,0
4.83,83.743,8.53,4.21,4.16,5.46,6.25,2855.7,267.8,288.8,4.54,895.9,621.2,2113.7,1041.8,4.44,1
8.21,134.227,13.1,7.86,7.83,10.58,11.16,1744.1,156.4,242.8,8.75,551.9,391.2,1339,714.4,9.19,0
14.86,117.712,16.87,13.27,12.81,14.81,14.73,1384.1,127.8,225.9,14.81,446.8,314,1063,342.5,14.41,0
7.78,127.115,12.17,6.81,6.89,9.17,9.66,1865.9,165.5,266.8,7.96,610.5,439.1,1431.9,796,7.88,0
5.17,94.374,7.89,4.7,4.65,5.73,5.86,4567.8,489.6,358,5.06,1098.9,600.2,3324.6,1725,5.13,1
6.24,93.29,7.84,5.2,5.13,6.08,6.13,4750.6,508.5,353.7,5.63,1112.5,595.9,3491.2,1740.9,5.73,1
5.12,97.266,7.58,4.6,4.57,5.57,5.61,4550.4,487.3,360.2,4.97,1098.5,602.1,3324.6,1721.7,5.01,1
18.44,95.096,14.85,15.32,15.19,12.91,12.69,1234.7,115.3,248,19.64,412.8,294,930.7,382.4,13.91,0
18.26,108.372,16.88,15.56,15.5,15.61,15.17,1274.8,119.6,232.6,19.05,427.3,302.6,964.9,358.7,16.36,0
5.54,91.528,7.34,4.98,4.94,5.91,6.01,4029.5,418.3,389.7,5.45,1062,635.1,2989.7,1380,5.52,1
5.57,89.696,7.61,4.88,4.91,6.16,6.29,3932.5,408.7,396.9,5.62,1064.5,646.6,2916.1,1331.5,5.65,1
9.32,118.478,13.3,9.1,9.07,10.77,11.07,1497.4,140.2,238.9,9.39,509,363.4,1111.5,690.9,10.12,0
5.38,84.922,8.16,5.18,4.98,6.29,6.48,3702.8,388.7,403.2,5.34,1091.3,693.4,2733.4,1240.2,5.72,1
13.28,94.919,12.88,12.31,12.36,12.12,11.99,1145.5,106.6,262.1,13.64,390,280.1,878.3,189.3,13.22,0
17.72,107.704,16.74,14.56,14.56,14.86,14.53,1274.1,119.6,233.7,18.76,428.4,303.8,963.8,360.2,15.34,0
7.81,117.942,10.75,7.05,7.13,8.39,8.65,1946.7,168.4,264.8,8.2,618.9,445.7,1484.4,817.9,7.74,0
3.08,82.585,7.93,2.73,2.69,4.26,5.26,2939,286.6,331.6,3.41,997.9,702.4,2110.9,1169,3.02,1
7.91,118.188,10.99,7.23,7.17,8.57,8.86,1954.1,168.7,264.7,7.94,619.8,446.2,1490.9,819.1,7.86,0
10.82,123.1,14.04,10.07,9.88,12.78,13.24,1648.4,150.8,241.8,10.52,536.9,381.5,1241.4,704.3,11.68,0
4.4,84.796,8.38,4.35,4.34,6.36,6.77,3247.8,344.5,384.3,4.28,1150,795.8,2282.9,1200.2,5.41,1
8.55,91.475,9.76,7.55,7.61,7.77,7.74,2609.2,221.8,277.5,8.52,789.6,561.7,2024.7,892.1,7.73,0
12.3,92.334,13.73,11.3,11.24,11.54,11.46,1190,113.1,266.6,12.59,409.1,292,897.5,193.3,11.99,0
14.61,113.073,16.93,12.85,12.77,14.21,14,1359.6,125.5,230.5,14.68,448.2,319,1042.4,343.9,14.07,0
5.55,92.641,7.53,5.07,5.03,6.08,6.22,4000.1,414.2,398.6,5.64,1070.3,647,2955.2,1356.5,5.58,1
5.78,93.227,8.25,5.39,5.41,6.54,6.63,4809.2,520.7,345.1,5.43,1115.3,586.6,3543.4,1737,6.17,1
5.84,104.279,9.5,5.35,5.39,6.39,6.66,2084.4,180.2,295.6,6,712.3,526.8,1579.9,937.1,5.77,1
6.65,94.907,10.33,6.12,6.24,8.13,8.41,2215.4,190.4,291.7,6.76,749.1,550.6,1689.7,955.2,7.16,0
8.96,93.568,13.06,8.04,7.51,9.23,9.58,1149.4,109.3,254.2,10.74,387.1,274.1,874.3,179.5,8.56,0
6.49,88.293,9.84,5.63,5.65,7.34,7.67,2278.7,199,287.4,6.38,757.1,552,1741.5,936.7,6.59,1
3.3,81.959,8.08,3.16,3.17,4.8,5.74,2900.3,280.3,318.5,3.22,969.3,680,2094.6,1144.1,3.53,1
10.53,117.95,15.38,8.16,8.03,12.23,12.47,1401,130,229.5,10.27,458.7,324,1075.1,346.3,11.1,0
8.35,93.394,13.2,7.68,7.7,9.14,9.79,1150.1,109.1,254.4,9.46,386.6,274,875,178.1,8.68,0
9.21,118.343,12.96,8.98,8.97,10.45,10.71,1487.8,139.8,237.3,9.14,504.6,359.7,1105.5,689.4,9.82,0
7.97,88.214,9.98,7.49,7.53,8.21,8.3,2707.1,236.8,276,8.05,812.8,566.8,2081.4,917.6,7.85,0
12.84,105.092,18.02,11.13,10.93,13.07,13.43,1300.8,121.3,229.8,14.01,431,305.9,988.7,343.6,12.51,0
8.17,90.659,10.05,7.66,7.69,8.28,8.27,2621.4,224.8,277.8,8.23,794,562.8,2022.6,902.1,8.01,0
11.45,103.493,17.21,10.56,10.23,12.67,12.81,1308.5,121.6,230.8,12.42,432.9,307.7,996.2,343,11.7,0
5.57,92.076,7.94,5.14,5.06,6.44,6.57,3899.6,405.5,396.9,5.55,1062.2,648.3,2875.8,1322.3,5.9,1
6.58,97.299,10.27,6.14,5.94,7.91,8.18,2199.6,189.4,290.4,6.63,744.2,546.2,1675.2,962.6,6.88,0
3.12,86.604,7.23,3.05,3.01,4.37,5.04,3037.8,308.1,362.9,3.13,1080.7,763.7,2150.1,1204.7,3.42,1
6.7,105.418,10.08,6.07,6.14,7.28,7.58,1985.2,173,277,6.82,652,473.5,1519.4,850.4,6.65,1
5.15,91.725,6.73,3.85,3.85,4.15,4.17,4501.6,454.8,378.7,4.87,1087.6,624.3,3273.1,1563.8,4.01,1
9.76,90.84,10.97,8.64,8.54,9.18,9.09,2490.4,216.1,278.8,9.88,775.1,552.7,1927.4,865,9.16,0
9.49,94.779,10.5,8.32,8.41,8.82,8.73,2505.7,216.6,279.7,9.74,774.6,551.4,1938.8,857.3,8.86,0
5.77,82.045,7.88,5.43,5.41,6.15,6.28,3557.1,369.2,388.7,5.7,1143.3,763.9,2563.5,1107.9,5.81,1
5.04,84.671,8.62,4.39,4.32,5.63,6.34,2848.8,267.5,289.1,4.79,894.8,620.3,2109.4,1038.5,4.61,1
14.31,110.476,17.12,12.91,12.85,14.19,14.04,1345.8,124.6,229,14.89,442,313.7,1031,344,14.08,0
3.33,88.425,7.14,3.11,3.07,4.51,5.1,3115.7,321.4,383.8,2.92,1128.6,799.8,2203.5,1220.5,3.6,1
12.67,105.139,17.44,12.12,12.07,14.73,14.79,1328.4,123,233.3,12.42,442.3,315.7,1016,346.8,14.39,0
5.7,102.019,9.96,5.13,5.2,6.59,6.88,2060.5,178.6,287.6,5.83,695.3,510.6,1562.6,921.3,5.73,1
11.21,128.551,14.68,10.4,10.42,12.63,12.77,1676.1,152.9,241.7,11.53,542.1,382.7,1273.1,691.9,11.84,0
3.06,87.826,7.53,2.96,2.95,4.38,5.21,2967.7,297.5,342.9,2.91,1035,729.9,2107.8,1189,3.31,1
7.75,127.706,12.17,7.23,7.28,9.51,10.01,1840.6,163.7,257.6,7.64,596.2,425.1,1414.8,784.1,8.14,0
8.1,91.431,10.4,7.21,7.18,8.52,8.64,2381.1,208.8,289.3,8.13,785.5,568.7,1829.1,942.7,8.01,0
6.87,86.196,10.5,5.9,5.86,8.05,8.37,2265.7,197.5,288.4,7.02,752,548.7,1729.7,935,7.15,0
10.21,117.96,15.19,7.85,7.53,11.96,12.11,1403.2,130,228.4,10.31,457.2,322.5,1077.1,346.9,10.67,0
5.36,91.918,7.96,5,4.96,6.01,6.09,4652.7,502.4,356,5.18,1107.4,596.7,3396,1741.2,5.51,1
18.65,103.352,16.64,16.43,16.75,15.36,14.88,1262.4,118.3,235.9,18.21,423.5,301.4,952.8,367,16.63,0
4.22,87.72,8.98,4.08,4.03,6.26,7,2883.9,272.3,309.7,3.94,938.1,658.7,2118.4,1109.2,4.64,1
10.91,92.367,13.25,10.64,10.26,11.74,11.68,1178.7,112.6,264.3,10.64,406.2,289.3,888.8,192.9,11.65,0
17.85,109.259,17.11,15.07,15.07,15.55,15.13,1277.9,119.5,232.5,18.54,427.2,302.5,966.6,357.5,16.13,0
5.72,83.551,7.57,5.25,5.22,5.87,5.98,3581.6,370,390.2,5.78,1138.7,759.1,2586.4,1117.6,5.57,1
5.81,82.475,7.18,5.29,5.32,5.38,5.49,3601.6,372.3,390.9,5.75,1130.8,750,2616.4,1129.6,5.35,1
5.57,98.63,6.94,4.98,5.01,5.48,5.47,4276.2,442.5,378,5.49,1074.3,622.6,3148,1508.7,5.36,1
8.55,118.841,13.77,7.94,7.94,9.92,10.21,1414.6,131.6,232.4,8.91,471,335.6,1082.3,363.9,9.07,0
5.76,78.248,7.41,5.4,5.39,5.7,5.81,3532.2,368,385.8,5.81,1146.8,768.6,2549.2,1095.9,5.47,1
9.16,93.835,12.25,8.88,8.58,9.9,10.12,1168.7,111.2,260.2,9.6,399,283.1,882.8,190.4,9.35,0
8.17,136.077,13.07,7.87,7.78,10.32,10.85,1800.1,159.9,249.6,8.35,571.7,407.1,1383.5,748.9,8.92,0
5.51,87.557,9.02,5.29,5.23,6.56,7.18,2805.4,262.5,279.1,5.56,871.1,600.3,2104.6,1005.8,5.58,1
8.01,137.597,13.02,7.76,7.76,10.06,10.68,1799,160.3,250.3,8.19,573.8,408.6,1382.3,750.2,8.73,0
8.29,115.638,12.59,8.14,8.03,9.45,9.84,1468.5,138.6,238,8.48,501,358.2,1096,676.6,8.7,0
5.5,96.177,6.89,4.97,5,5.28,5.32,4148.6,427.1,388.9,5.45,1069.2,634,3036.3,1412.8,5.18,1
6.76,106.917,10.36,6.22,6.2,7.45,7.78,1985.7,173,278.1,6.87,654.6,476,1522.3,854.7,6.74,0
14.44,118.015,16.93,12.81,12.23,14.49,14.48,1381.8,128.1,227.4,14.47,449.8,316.5,1061.2,342,13.98,0
4.83,95.193,6.93,4.34,4.39,5.1,5.15,4507.8,477.8,374.3,4.79,1110.5,624.6,3312.9,1668.9,4.73,1
7.58,103.46,9.29,5.49,5.56,6.46,6.69,2118.4,181.2,309.6,6.31,734,547.6,1607.5,945.9,5.92,1
4.5,83.627,8.72,4.5,4.37,6.53,6.97,3246.4,342.9,386.3,4.3,1152.3,799.9,2269,1205.9,5.49,1
8.35,92.522,9.74,7.61,7.6,7.69,7.75,2602.8,221.3,278.8,8.46,789.6,562,2022,888.4,7.64,0
7.94,131.21,12.24,7.22,7.23,9.51,9.95,1858.7,165.2,259.7,7.8,602.9,431.4,1430.5,791.2,8.2,0
7.9,87.342,10.08,7.23,7.37,8.15,8.36,2719.4,238.1,279.1,8.07,817.9,570.6,2094.1,919.2,7.7,0
3.27,82.239,7.96,3.13,3.11,4.69,5.53,2911.7,282.3,319.4,3.24,974.9,683.4,2096.7,1150.2,3.43,1
3.31,82.201,8.06,3.2,3.16,4.84,5.69,2912.1,281.8,320.1,3.33,974,683,2097.6,1147.8,3.54,1
7.9,121.917,12.07,7.18,7.22,9.21,9.63,1869.3,166.3,261.6,8.14,608.6,436.9,1437.7,806.2,8.03,0
8.09,84.651,10.16,7.39,7.38,8.25,8.52,2734.9,242.2,279,8.18,821.9,571.1,2100.4,922.7,7.77,0
6.63,106.376,9.9,6.08,6.11,7.07,7.21,1986.3,172.2,276.5,6.88,647.8,470.4,1519.9,844.9,6.56,1
8.61,115.472,12.81,8.26,8.31,9.83,10.08,1450.3,136.4,235.6,8.57,490.6,350.3,1092.1,642.3,9.05,0
5.56,89.578,7.72,4.94,4.88,6.27,6.4,3925.1,408.4,397,5.48,1064.7,647.3,2904.1,1330,5.72,1
10.5,123.409,14.08,9.95,9.79,12.93,13.35,1651.2,150.7,240.5,9.75,535.9,380.6,1244.7,703.9,11.84,0
6.24,96.363,9.03,5.55,5.6,6.63,6.83,2148.4,184.4,294.9,6.14,734.5,544.2,1632.7,965.6,6.07,1
9.22,120.627,13.41,8.9,8.88,10.98,11.38,1562.3,145.7,238.3,9.27,519.9,370.1,1162.3,680.6,10.01,0
5.53,82.631,7.02,5.04,5.02,5.26,5.39,3624.1,373.3,392.4,5.35,1126.1,744.4,2641.6,1143.4,5.18,1
5.48,95.842,6.64,4.64,4.53,4.51,4.48,4397.6,451.8,374.7,5.42,1077.4,616.9,3217.3,1544.7,4.61,1
5.56,95.451,7.15,4.99,4.94,5.61,5.65,4201.6,434.7,386.2,5.37,1078.4,635.6,3102.7,1466.2,5.4,1
8.5,92.544,9.79,7.67,7.74,7.89,7.87,2590,220.7,276.7,8.69,785.8,558.6,2013.7,886.1,7.87,0
5.56,99.798,6.91,4.94,4.89,5.31,5.36,4327.7,444.8,371.5,5.5,1069.8,616,3178.2,1526.1,5.23,1
5.77,78.282,7.79,5.47,5.44,6.07,6.21,3535.2,368.3,388,5.75,1145.7,766.9,2552.9,1100.2,5.72,1
3.11,86.868,7.19,3.01,3.02,4.36,5.03,3051.4,309.1,363.3,3.1,1083.8,765.8,2158.7,1207.7,3.42,1
5.73,84.763,9.19,5.87,5.66,7.73,7.8,3339.1,357.2,385.6,5.53,1153.5,788.2,2397.5,1133.8,7.12,0
5.53,92.668,7.46,5.08,5.12,6.01,6.12,3992.4,413.9,401.9,5.59,1073,649.9,2958.6,1350.8,5.54,1
10.36,92.74,13.03,10.12,9.78,10.92,11.23,1177.9,112,264.2,10.47,404.5,288.1,888.4,192.5,10.74,0
17.66,96.133,14.43,14.65,14.98,13.77,13.4,1219.9,115.4,262.6,17.72,409.2,290.4,920.9,407,15.18,0
8.02,88.517,9.99,7.62,7.57,8.23,8.31,2707.2,236.3,275.6,8.14,810.8,565.6,2080.4,917.6,7.87,0
3.3,88.327,8.14,3.22,3.15,5.13,6.03,2959.3,294.2,338.8,2.86,1028.4,726.7,2113,1185.9,3.62,1
6.57,105.534,10.59,5.85,5.86,6.92,7.13,2007.8,174.7,283.9,6.87,672.1,489.8,1535.7,878.7,6.29,1
3.1,87.706,7.12,3.11,3.1,4.48,5.04,3097,319.3,385,2.96,1125.7,798.8,2184.9,1217.3,3.55,1
8.38,91.983,10.56,7.78,7.78,9.02,9.01,2664.3,230.5,276.9,8.24,806,568.9,2053.3,912.5,8.57,0
5.76,81.76,7.76,5.34,5.31,5.96,6.08,3558.2,369,386.8,5.71,1144,764.9,2564,1106.4,5.66,1
9.65,121.425,13.84,9.57,9.52,11.58,11.89,1505.8,141.3,239.5,9.66,512,365.2,1123.2,684.8,10.77,0
3.09,86.727,6.93,3.02,2.99,4.16,4.76,3069.5,313.8,374.9,3.08,1102.6,780,2165.9,1210.6,3.34,1
16.84,99.422,16.03,16.53,15.55,14.31,13.83,1155,107.8,257.2,17.78,386.9,275.9,885.8,181.5,16.25,0
13.34,93.745,14,12.33,12.51,12.82,12.62,1199.5,114.2,264.8,13.17,409,291.2,905.3,420.5,13.51,0
9.54,120.4,13.73,9.36,9.41,11.38,11.74,1505.4,141.1,238,9.59,510.4,363.7,1122,687,10.63,0
11.37,127.182,14.38,10.6,10.65,12.6,12.79,1686.2,154,241,11.5,542.7,382.8,1279.5,685.7,11.97,0
5.81,102.314,10.1,5.25,5.24,6.71,6.99,2061.1,177.6,288,5.81,690.9,506.6,1560.5,911.4,5.8,1
5.56,100.463,6.92,4.92,4.89,5.05,5.07,4369.3,446,377.1,5.48,1075.6,621,3198.9,1525,5.1,1
6.05,89.941,9.66,5.6,5.58,7.44,7.97,2787.2,258.1,280.5,5.75,858.5,592.6,2115,982.4,6.4,1
11.19,128.393,14.67,10.3,10.25,12.86,13.03,1676.9,153,240.9,11.19,541.3,381.9,1272.3,694.8,11.9,0
9.36,86.966,10.77,8.22,8.16,9.2,9.18,2432.5,212.6,286.6,8.86,786.5,567.8,1870.3,925.5,9.07,0
5.32,89.138,7.74,5,4.99,6.03,6.2,3828.4,398,404,5.3,1079.5,673.2,2814.8,1286.7,5.53,1
8.79,116.543,12.86,8.43,8.55,10.03,10.26,1453.6,136.7,234.9,8.75,490.6,350,1092.6,646.6,9.28,0
5.76,103.191,10.07,5.16,5.18,6.71,7.01,2060.9,177.4,287.5,5.88,689.3,505,1558.2,909.2,5.81,1
4.94,81.679,9.03,5.07,5.01,7.16,7.53,3287.4,351.7,383.1,4.72,1146.4,786.3,2331.3,1175.3,6.22,1
8.81,114.244,13.57,7.98,8.01,9.79,10.15,1425.9,132.8,233.7,8.79,472,335.6,1083.9,455.3,8.75,0
8.47,92.949,9.92,7.37,7.5,7.94,7.92,2584.3,220.1,280.1,8.76,787.8,560.8,2008.5,878.9,7.85,0
3.06,89.147,7.05,2.99,2.96,4.45,5.06,3149.8,326.2,387.7,3.13,1133.8,800.1,2203.2,1226.6,3.51,1
8.87,92.352,10.11,7.83,7.76,8.32,8.21,2569.6,219.8,278.5,9.18,785.7,558.8,2002.8,874.2,8.35,0
8.79,132.304,13.2,8.52,8.44,10.8,11.21,1735.6,156.1,241.8,8.83,548.8,388.4,1330.1,700.1,9.63,0
5.3,83.915,7.83,4.95,4.97,5.9,6.06,3643,374.6,403.1,5.24,1123.5,740.2,2655.9,1175.9,5.41,1
9.34,120.228,13.78,9.18,9.15,11.03,11.34,1517,141.6,238.6,9.41,511.5,364.5,1129.7,682.2,10.27,0
5.58,95.38,7.08,5.03,5.05,5.59,5.62,4208.6,432.5,385.9,5.43,1076.5,636,3091.5,1450.5,5.39,1
3.06,88.938,6.97,2.96,2.93,4.44,5.05,3134.2,326.8,386.4,2.97,1130.8,796.5,2196.6,1227.4,3.51,1
6,82.522,8.53,5.73,5.74,6.95,7.1,3381.2,359.5,382.6,5.88,1146.6,779,2445.6,1104.2,6.47,1
10.56,123.004,14.29,9.83,9.76,13.25,13.69,1655.3,151.5,242.9,10.3,539.6,383.4,1247.3,703.6,12.1,0
7.38,86.662,10.58,6.53,6.45,8.34,8.61,2349,204.3,290.9,7.41,776.2,565.1,1800.8,953,7.59,0
8.73,132.228,13.2,8.38,8.27,10.71,11.19,1737.2,156.3,242.2,8.7,549.9,389.3,1331.9,702.5,9.49,0
3.14,83.626,8.06,2.88,2.9,4.56,5.52,2939.6,287.9,332.7,3.2,1001.6,705.1,2107.7,1175.2,3.26,1
8.82,95.172,10.17,7.88,7.82,8.29,8.18,2560,219.3,278.4,8.96,783,555.7,1995,865.7,8.27,0
9.59,121.548,13.89,9.43,9.35,11.17,11.49,1512.1,141.4,239.2,9.67,512,365,1126.6,682.8,10.43,0
5.41,86.572,8.95,5.19,5.19,6.48,7.1,2803.3,263,279.4,5.44,871.9,600.7,2101,1009.1,5.56,1
9.32,119.204,13.58,9.19,9.1,10.93,11.22,1500.8,140.8,238.2,9.43,509.5,363.1,1116.4,690.7,10.18,0
5.55,96.483,7.09,4.96,4.95,5.5,5.52,4226.9,433,390.5,5.48,1081.3,640.2,3107.9,1458.8,5.3,1
7.32,93.956,11.36,6.84,5.7,8.54,8.9,2247.2,194,302.5,7.37,765.7,565.3,1720.1,950.1,7.22,0
6.07,103.002,10.23,5.6,5.6,6.55,6.87,2027.2,175.8,284.9,6.31,680.3,496.8,1541.9,894.6,6.01,1
13.21,94.469,12.87,11.9,11.91,10.78,10.64,1136.7,106,258.1,13.91,384.4,275.3,872.4,191.6,11.92,0
9.77,90.076,10.99,8.57,8.55,9.35,9.25,2489.2,215.7,281,9.95,781.4,559.5,1926.1,876.7,9.28,0
9.85,90.56,11.11,8.71,8.69,9.53,9.42,2484,215.3,277.9,9.82,776.3,554.7,1922.2,881.9,9.48,0
15.14,108.625,17.65,14.1,14.12,15.05,14.91,1340.6,124.1,231.5,15.19,441.7,313.9,1024.8,345.5,15.11,0
5.3,92.063,6.9,3.91,3.84,4.22,4.22,4466.3,454.2,376.6,5.14,1084.2,621.4,3262.5,1560.9,4.14,1
13.16,94.939,12.85,12.04,12.15,11.24,11.15,1138.3,106.5,262.8,13.54,390.3,280.5,873,190.5,12.36,0
5.56,91.836,7.21,4.97,5.04,5.73,5.78,4048.9,419.5,394.7,5.5,1072.4,644.6,2990.7,1378.4,5.35,1
5.96,85.072,9.18,5.56,5.52,7.79,7.81,3324.8,355.4,382,5.45,1145.3,781.9,2385.6,1144,7.21,0
18.54,95.151,14.85,15.6,15.65,13.32,13.01,1237.8,115.4,246.1,19.35,413.4,294.5,933.8,380.2,14.52,0
11.37,127.198,14.36,10.4,10.44,12.46,12.66,1684.5,153.8,240.5,11.77,541.9,382.1,1278.8,686.4,11.8,0
7.3,110.731,10.1,6.36,6.39,7.19,7.36,1980,171.3,270.3,7.25,635.2,458.6,1515.4,831.4,6.89,0
9.19,89.196,10.56,8.57,8.52,9.24,9.14,2462.8,213.3,283.3,9.1,783.4,563.8,1903.6,900.7,9.15,0
4.49,84.426,8.68,4.31,4.28,6.5,6.95,3239.5,342.2,386.4,4.38,1151.7,800.1,2262.1,1205.5,5.49,1
9.37,121.595,13.77,9.21,9.13,11.23,11.56,1521.5,142.7,237.9,9.53,512.5,364.7,1133.6,681.1,10.38,0
8.19,89.993,10.21,7.83,7.8,8.38,8.44,2630.1,225.5,277.8,8.22,796.2,564.2,2028.6,904.1,8.13,0
6.14,97.989,9.09,5.72,5.75,6.65,6.88,2134.1,183.5,295.5,6.14,729.6,540.6,1621.8,952.7,6.05,1
6.48,93.388,7.96,5.4,5.38,6.26,6.3,4804.1,523.1,360.1,5.46,1137.7,606.2,3531.4,1725,5.97,1
5.53,92.142,7.36,5.12,5.11,5.9,6,3997,411.7,399.2,5.57,1071.3,649.9,2940.2,1339.4,5.48,1
14.96,98.386,15.3,14.1,14.19,13.8,13.63,1238.9,116.4,239,14.96,414.3,294.3,932.3,372.2,14.5,0
6.77,82.727,9.61,6.14,6.12,7.35,7.66,2760.4,252.8,272.8,6.88,827.7,567.7,2114.6,929.2,6.58,1
19.23,95.75,14.95,14.99,14.62,12.91,12.5,1226.6,115.5,257.2,19.44,403.8,284.8,925.9,392.7,13.82,0
5.29,90.595,7.56,4.98,4.97,5.96,6.13,3842.9,399.6,400.2,5.22,1076.4,668.4,2821.1,1288.9,5.47,1
3.1,87.15,7.2,3.05,3.07,4.49,5.15,3050.5,310.4,365.9,3.09,1088.6,769,2154.9,1205.8,3.53,1
8.49,85.806,10.39,7.97,8.01,8.94,8.99,2415.9,211.2,287.2,8.33,785,567.6,1856.6,933.5,8.71,0
4.86,92.581,6.75,4.4,4.4,4.75,4.76,4537.9,465.9,368.8,4.75,1090.3,616.3,3325.7,1638,4.61,1
9.44,88.274,10.78,8.51,8.57,9.42,9.43,2467.6,214.3,282.6,9.39,783.3,562.6,1907.5,896.5,9.41,0
6.72,85.74,10.19,5.98,5.99,7.78,8.13,2313.1,201.7,289.9,6.82,766.3,558.3,1771.2,947.9,7.01,0
5.58,95.082,7.08,4.99,5.02,5.5,5.54,4206,432,389,5.47,1077.8,637.7,3086.3,1448,5.36,1
4.26,87.279,8.25,4.15,4.11,6.13,6.54,3193.1,339.4,385.4,4.13,1145.9,798,2237.3,1212.2,5.16,1
8.53,113.123,13.46,7.9,7.92,9.65,10.04,1431,133.3,234,10.21,474.7,337.9,1084,489,8.62,0
5.36,84.957,8.3,5.08,5.09,6.5,6.73,3673.4,380.7,408.3,5.45,1112.6,722.4,2689.4,1206.2,5.82,1
10.77,122.382,13.87,9.99,9.97,12.59,12.99,1646,150.6,242.8,10.46,537.1,382,1237.8,704,11.52,0
8.27,114.363,12.98,7.89,7.91,9.66,9.95,1438.2,135.7,235.3,8.47,487.4,347.8,1085.8,619.3,8.67,0
9.07,118.529,13.52,8.63,8.53,10.79,11.2,1539.7,144.4,239.3,9.36,518.4,369.4,1144.4,680.4,9.69,0
