@RELATION seismic-bumps

@ATTRIBUTE 'seismic' {'a','b'}
@ATTRIBUTE 'seismoacoustic' {'a','b','c'}
@ATTRIBUTE 'shift' {'N','W'}
@ATTRIBUTE 'genergy' real
@ATTRIBUTE 'gimpuls' real
@ATTRIBUTE 'goenergy' real
@ATTRIBUTE 'goimpuls' real
@ATTRIBUTE 'ghazard' {'a','b','c'}
@ATTRIBUTE 'nbumps' real
@ATTRIBUTE 'nbumps2' real
@ATTRIBUTE 'nbumps3' real
@ATTRIBUTE 'nbumps4' real
@ATTRIBUTE 'nbumps5' real
@ATTRIBUTE 'nbumps6' real
@ATTRIBUTE 'nbumps7' real
@ATTRIBUTE 'nbumps89' real
@ATTRIBUTE 'senergy' real
@ATTRIBUTE 'maxenergy' real
@ATTRIBUTE 'class' {'0','1'}

@DATA
'a','b','W',229690.0,485.0,45.0,0.0,'a',4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2500.0,1000.0,'0'
'a','b','N',29650.0,93.0,-51.0,-20.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',15400.0,24.0,-59.0,-69.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,'0'
'a','b','N',26720.0,53.0,21.0,21.0,'b',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,'0'
'a','b','W',240350.0,458.0,24.0,34.0,'a',4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,2000.0,'0'
'a','a','W',154470.0,263.0,-21.0,-24.0,'a',3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8400.0,6000.0,'0'
'a','a','W',161390.0,314.0,49.0,65.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',35200.0,93.0,-55.0,-48.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,'0'
'a','b','N',32830.0,85.0,33.0,31.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','N',19040.0,50.0,7.0,0.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',7400.0,24.0,-23.0,-40.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','N',11500.0,30.0,-3.0,-25.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',19260.0,53.0,97.0,32.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','N',20020.0,49.0,88.0,22.0,'b',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',4910.0,25.0,-58.0,-40.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',1270.0,9.0,-75.0,-78.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',1600.0,11.0,-66.0,-72.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',2260.0,17.0,-29.0,-58.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',920.0,9.0,-71.0,-78.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',590.0,11.0,-74.0,-72.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',2610.0,39.0,5.0,-2.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',3610.0,20.0,32.0,-50.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',3890.0,46.0,81.0,15.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',2970.0,19.0,0.0,-52.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','N',7190.0,123.0,98.0,79.0,'b',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','N',5550.0,168.0,-52.0,-53.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',4490.0,177.0,-60.0,-49.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',43380.0,693.0,83.0,36.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',27450.0,512.0,16.0,0.0,'a',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,'0'
'a','a','W',33500.0,231.0,48.0,-53.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',9450.0,209.0,-63.0,-59.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',16000.0,313.0,-38.0,-36.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',84880.0,807.0,233.0,82.0,'a',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,'0'
'a','b','N',11140.0,295.0,4.0,22.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','N',8290.0,229.0,-15.0,0.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','N',8780.0,226.0,-10.0,-1.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',22130.0,390.0,-10.0,-7.0,'a',2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30300.0,30000.0,'0'
'a','b','N',9860.0,324.0,7.0,46.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',30060.0,1135.0,29.0,66.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',25400.0,810.0,19.0,31.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',26630.0,785.0,25.0,27.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',15820.0,382.0,-32.0,0.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',7340.0,213.0,-19.0,-28.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',3540.0,186.0,62.0,74.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',16360.0,149.0,-28.0,-63.0,'a',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,'0'
'a','a','W',18850.0,215.0,-13.0,-43.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',15380.0,418.0,37.0,50.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',11720.0,178.0,-39.0,-47.0,'a',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,'0'
'a','a','W',12740.0,203.0,-33.0,-39.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',20720.0,284.0,13.0,-11.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',12430.0,187.0,-32.0,-41.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',36230.0,822.0,177.0,151.0,'b',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,'0'
'a','b','W',29060.0,660.0,125.0,103.0,'b',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,'0'
'a','b','W',27670.0,305.0,283.0,53.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',16940.0,455.0,-1.0,6.0,'a',1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30000.0,30000.0,'0'
'b','b','W',22320.0,337.0,39.0,48.0,'a',1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10000.0,10000.0,'0'
'b','b','W',9090.0,511.0,-51.0,4.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','N',11040.0,316.0,191.0,181.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',21300.0,257.0,33.0,10.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',23560.0,546.0,26.0,9.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',12150.0,361.0,-36.0,-29.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',12180.0,351.0,-24.0,44.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','N',6450.0,163.0,-30.0,-48.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',13930.0,423.0,-26.0,-32.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',26220.0,707.0,51.0,22.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',31690.0,656.0,82.0,13.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',25930.0,631.0,70.0,43.0,'b',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',40130.0,1324.0,120.0,162.0,'b',2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,600.0,'0'
'b','b','W',23750.0,442.0,32.0,44.0,'b',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,'0'
'b','b','W',91210.0,2362.0,267.0,255.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',66780.0,2022.0,169.0,204.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',45680.0,1276.0,84.0,92.0,'a',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,'0'
'b','b','N',16500.0,321.0,115.0,96.0,'b',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','N',12290.0,471.0,30.0,49.0,'a',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,'0'
'a','a','N',4030.0,262.0,-61.0,-24.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',7460.0,240.0,-28.0,-32.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',59410.0,1552.0,59.0,48.0,'a',2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,600.0,'0'
'b','a','W',27810.0,499.0,-17.0,-9.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',43900.0,853.0,24.0,48.0,'a',1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80000.0,80000.0,'0'
'b','b','W',18540.0,896.0,-55.0,-22.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',29710.0,473.0,-18.0,-20.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',12600.0,266.0,-60.0,-47.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',49930.0,1525.0,43.0,49.0,'a',2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10200.0,10000.0,'0'
'b','b','W',37610.0,1004.0,11.0,0.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',13360.0,383.0,-59.0,-61.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',26210.0,619.0,-20.0,20.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'1'
'a','a','N',8850.0,361.0,-12.0,4.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',6700.0,347.0,-36.0,-7.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',18470.0,505.0,-38.0,2.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',17580.0,406.0,-38.0,-16.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',34820.0,550.0,16.0,6.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',32780.0,677.0,15.0,8.0,'b',1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10000.0,10000.0,'0'
'b','b','W',23050.0,428.0,-19.0,-32.0,'b',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','N',26360.0,459.0,154.0,21.0,'b',2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,500.0,'0'
'b','b','N',12780.0,376.0,23.0,-1.0,'b',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','N',8330.0,113.0,-19.0,-69.0,'b',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','N',11920.0,141.0,21.0,-60.0,'a',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,'0'
'a','a','W',90240.0,1080.0,177.0,77.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',17180.0,310.0,-50.0,-47.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',64990.0,802.0,77.0,32.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,'0'
'a','a','W',11410.0,250.0,-67.0,-57.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',12170.0,226.0,30.0,-30.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',10040.0,216.0,7.0,-33.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',6660.0,274.0,-29.0,-15.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',5480.0,236.0,-20.0,37.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',8030.0,224.0,31.0,42.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',2960.0,108.0,-76.0,-57.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',22220.0,415.0,-5.0,-11.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7000.0,7000.0,'0'
'b','a','W',25090.0,383.0,78.0,30.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',21650.0,348.0,53.0,18.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',27320.0,453.0,17.0,-4.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'1'
'b','a','W',47840.0,594.0,106.0,27.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',45330.0,648.0,72.0,40.0,'b',2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,600.0,'1'
'b','b','W',47600.0,763.0,78.0,68.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',43420.0,623.0,56.0,33.0,'a',2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,400.0,'0'
'b','b','W',48950.0,744.0,67.0,53.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',28240.0,460.0,-19.0,-15.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',31620.0,520.0,-9.0,-4.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',20330.0,413.0,-42.0,-25.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',32490.0,595.0,-7.0,7.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',10690.0,297.0,-14.0,19.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',4160.0,189.0,-67.0,-24.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',5280.0,178.0,-29.0,-16.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',38530.0,952.0,21.0,81.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',28140.0,443.0,-6.0,-14.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',27350.0,602.0,-1.0,25.0,'a',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,'0'
'b','b','W',162810.0,1768.0,455.0,256.0,'c',2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,500.0,'0'
'a','c','W',52680.0,985.0,33.0,60.0,'c',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,'0'
'a','c','W',51740.0,847.0,28.0,33.0,'c',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,'0'
'a','c','W',151920.0,1132.0,255.0,71.0,'b',2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20300.0,20000.0,'0'
'b','b','W',31630.0,577.0,-37.0,-21.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',25250.0,668.0,-50.0,-9.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,'0'
'b','b','W',25430.0,634.0,-11.0,-17.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',43860.0,947.0,52.0,20.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','W',36940.0,375.0,48.0,-25.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',48110.0,433.0,92.0,-13.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','N',39280.0,726.0,214.0,190.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',30180.0,375.0,8.0,-22.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,'0'
'b','a','W',27420.0,400.0,-4.0,-11.0,'a',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,'0'
'b','a','N',27200.0,402.0,118.0,61.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',9510.0,258.0,-71.0,-41.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',26620.0,356.0,-18.0,-15.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',27780.0,386.0,-15.0,-8.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,'0'
'a','a','W',6800.0,224.0,-79.0,-47.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',32270.0,631.0,8.0,52.0,'a',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,'0'
'a','b','W',28280.0,498.0,-5.0,20.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,'0'
'a','b','N',21510.0,290.0,72.0,16.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,'0'
'a','b','N',13200.0,505.0,6.0,102.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9000.0,9000.0,'0'
'a','b','W',29160.0,435.0,-2.0,-1.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','N',11540.0,285.0,-8.0,14.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','b','N',12480.0,260.0,0.0,4.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',13880.0,248.0,9.0,2.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',4870.0,39.0,-15.0,-71.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,'0'
'a','a','W',7870.0,141.0,-71.0,-67.0,'a',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,'0'
'b','a','W',5890.0,166.0,-60.0,-56.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',7340.0,166.0,-53.0,-54.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',9940.0,142.0,-56.0,-62.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',18980.0,247.0,-16.0,-34.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',6760.0,136.0,-41.0,-39.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,'0'
'a','a','N',5130.0,115.0,-55.0,-49.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',8620.0,201.0,-51.0,-37.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',27320.0,414.0,220.0,79.0,'a',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,'0'
'a','a','W',18370.0,486.0,18.0,72.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','N',5990.0,141.0,-45.0,-27.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','N',2580.0,115.0,-77.0,-49.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',12960.0,194.0,27.0,3.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',29320.0,526.0,125.0,101.0,'a',1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90000.0,90000.0,'0'
'b','a','N',7220.0,218.0,-29.0,16.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',6920.0,158.0,-41.0,-32.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',17200.0,262.0,47.0,14.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',15460.0,249.0,15.0,-2.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'b','a','W',28910.0,307.0,115.0,20.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',28820.0,171.0,-23.0,40.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,'0'
'a','a','N',10640.0,62.0,-68.0,-43.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',250030.0,687.0,-8.0,-5.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','b','W',248900.0,739.0,-9.0,0.0,'b',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,'0'
'a','a','W',202640.0,588.0,-33.0,-41.0,'a',2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4300.0,4000.0,'0'
'a','a','N',59210.0,175.0,-54.0,-61.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',590510.0,1780.0,23.0,-6.0,'a',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,'0'
'a','a','N',73030.0,240.0,25.0,7.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',317360.0,1068.0,-36.0,-44.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',149050.0,697.0,-54.0,-35.0,'a',1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,'0'
'a','a','N',63550.0,325.0,15.0,35.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',194580.0,697.0,-35.0,-32.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','N',41120.0,132.0,-21.0,-43.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',274170.0,997.0,15.0,34.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
'a','a','W',620720.0,1789.0,17.0,23.0,'a',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'0'
